"1.1 At International level (medals won) – Individual Sports"
1.1,"NCOE Name","Team Type",Category,Displine,Level,"Form Type",Male-2018_19,"Female -2018_19","Male -2019_20","Female -2019_20","Male -2020_21","Female -2020_21","Male -2021_22","Female -2021_22","Male -2022_23","Female -2022_23"
1.6,"NCOE Guwahati",Individual,category-3,Archery,International,participation,0,0,0,0,0,0,0,0,0,1
1.6,"NCOE Guwahati",Individual,category-3,Archery,International,participation,0,0,0,0,0,0,0,0,0,1
1.6,"NCOE Guwahati",Individual,category-3,Athletics,International,participation,0,0,0,0,0,0,0,0,0,0
1.6,"NCOE Guwahati",Individual,category-3,Boxing,International,participation,0,0,0,0,0,0,0,0,0,0
1.6,"NCOE Guwahati",Individual,category-3,Boxing,International,participation,0,0,0,0,0,0,0,0,0,0
1.6,"NCOE Guwahati",Individual,category-3,Cycling,International,participation,0,0,0,0,0,0,0,0,0,0
1.6,"NCOE Guwahati",Individual,category-3,Fencing,International,participation,0,0,0,0,0,0,0,0,0,0
"1.7 At National level (Medals won) – Individual Sports"
1.7,"NCOE Name","Team Type",Category,Displine,Level,"Form Type",Male-2018_19,"Female -2018_19","Male -2019_20","Female -2019_20","Male -2020_21","Female -2020_21","Male -2021_22","Female -2021_22","Male -2022_23","Female -2022_23"
1.7,"NCOE Bengaluru",Individual,,Taekwondo,national,medals_won,6,12,1,4,0,0,3,3,4,8
1.7,"NCOE Bengaluru",Individual,,Weightlifting,national,medals_won,1,11,3,12,0,8,1,6,3,21
1.7,"NCOE Bengaluru",Individual,,Athletics,national,medals_won,2,11,2,3,0,1,5,7,44,51
1.7,"NCOE Mumbai",Individual,,Wrestling,national,medals_won,0,0,0,0,0,0,1,0,5,3
1.7,"NCOE National Water Sports Academy (KI), Alleppey",Individual,,"Kayaking & Canoeing",national,medals_won,0,9,0,1,0,8,0,1,0,6
1.7,"NCOE National Water Sports Academy (KI), Alleppey",Individual,,Rowing,national,medals_won,0,2,0,2,0,0,0,1,0,0
1.7,"NCOE Imphal",Individual,,Archery,national,medals_won,0,0,0,0,0,1,0,0,10,6
1.7,"NCOE Imphal",Individual,,Athletics,national,medals_won,0,0,1,1,1,1,0,0,2,3
1.7,"NCOE Imphal",Individual,,Cycling,national,medals_won,0,0,1,3,7,4,0,0,4,1
1.7,"NCOE Imphal",Individual,,Fencing,national,medals_won,0,0,1,1,1,8,0,0,4,9
1.7,"NCOE Imphal",Individual,,Judo,national,medals_won,0,0,0,0,0,0,0,0,3,7
1.7,"NCOE Imphal",Individual,,Wushu,national,medals_won,0,0,8,5,11,28,9,13,15,47
1.7,"NCOE Imphal",Individual,,Weightlifting,national,medals_won,0,0,1,3,0,0,0,0,0,4
1.7,"NCOE THIRUVANANTHAPURAM",Individual,,Taekwondo,national,medals_won,10,28,2,9,0,0,4,2,9,19
1.7,"NCOE THIRUVANANTHAPURAM",Individual,,Athletics,national,medals_won,16,24,23,10,8,2,1,3,6,12
1.7,"NCOE THIRUVANANTHAPURAM",Individual,,Cycling,national,medals_won,4,1,6,0,1,2,4,1,2,7
1.7,"NCOE DHARAMSHALA",Individual,,Athletics,national,medals_won,0,1,0,0,0,0,0,0,0,0
1.7,"NCOE Sangey Lhaden Sports Academy (SLSA) Itanagar",Individual,,Boxing,national,medals_won,0,0,0,0,0,0,0,0,0,0
1.7,"NCOE Sangey Lhaden Sports Academy (SLSA) Itanagar",Individual,,Weightlifting,national,medals_won,0,0,0,0,0,0,0,0,1,3
1.7,"NCOE Sangey Lhaden Sports Academy (SLSA) Itanagar",Individual,,Wushu,national,medals_won,0,0,0,0,1,1,3,3,4,7
1.7,"NCOE Sonepat",Individual,,Wrestling,national,medals_won,0,0,6,0,13,0,24,0,69,0
1.7,"NCOE Sonepat",Individual,,Athletics,national,medals_won,3,0,14,0,1,0,2,0,8,10
1.7,"NCOE Sonepat",Individual,,Archery,national,medals_won,3,1,5,3,13,1,15,7,37,28
1.7,"NCOE JAGATPUR",Individual,,"Kayaking & Canoeing",national,medals_won,8,7,9,8,16,12,3,0,18,12
1.7,"NCOE JAGATPUR",Individual,,Rowing,national,medals_won,0,2,3,7,0,0,1,1,4,0
1.7,"NCOE I G Stadium",Individual,,Gymnastics,national,medals_won,0,0,0,3,1,2,5,8,2,0
1.7,"NCOE Kolkata",Individual,,Archery,national,medals_won,0,3,0,0,1,0,0,0,0,2
1.7,"NCOE Kolkata",Individual,,Athletics,national,medals_won,3,6,1,10,0,2,0,2,1,3
1.7,"NCOE Kolkata",Individual,,Gymnastics,national,medals_won,3,1,9,11,0,0,1,4,6,7
1.7,"NCOE Kolkata",Individual,,"Table Tennis",national,medals_won,0,0,2,1,0,1,0,2,3,3
1.7,"NCOE Guwahati",Individual,,Archery,national,medals_won,0,0,0,0,0,0,0,0,2,0
1.7,"NCOE Guwahati",Individual,,Archery,national,medals_won,0,0,0,0,0,0,0,0,2,0
1.7,"NCOE Guwahati",Individual,,Athletics,national,medals_won,0,0,2,1,0,0,0,0,0,0
1.7,"NCOE Guwahati",Individual,,Boxing,national,medals_won,0,0,1,1,0,0,0,0,0,3
1.7,"NCOE Guwahati",Individual,,Boxing,national,medals_won,0,0,1,1,0,0,0,0,0,3
1.7,"NCOE Guwahati",Individual,,Cycling,national,medals_won,0,0,0,0,0,0,0,0,5,6
1.7,"NCOE Guwahati",Individual,,Fencing,national,medals_won,0,0,1,1,0,0,1,0,4,5
"1.8 At National Level (Participation)- Individual Sports"
1.8,"NCOE Name","Team Type",Category,Displine,Level,"Form Type",Male-2018_19,"Female -2018_19","Male -2019_20","Female -2019_20","Male -2020_21","Female -2020_21","Male -2021_22","Female -2021_22","Male -2022_23","Female -2022_23"
1.8,"NCOE Bengaluru",Individual,,Taekwondo,national,participation,25,18,4,7,0,0,5,6,13,16
1.8,"NCOE Bengaluru",Individual,,Weightlifting,national,participation,3,11,8,13,0,10,1,8,11,30
1.8,"NCOE Bengaluru",Individual,,Athletics,national,participation,7,23,2,5,0,3,28,26,71,81
1.8,"NCOE Mumbai",Individual,,Wrestling,national,participation,0,0,0,0,0,0,2,3,17,13
1.8,"NCOE National Water Sports Academy (KI), Alleppey",Individual,,"Kayaking & Canoeing",national,participation,0,0,0,0,0,2,0,0,0,4
1.8,"NCOE National Water Sports Academy (KI), Alleppey",Individual,,Rowing,national,participation,0,2,0,2,0,0,0,0,0,1
1.8,"NCOE Imphal",Individual,,Archery,national,participation,0,0,0,0,0,1,0,0,12,7
1.8,"NCOE Imphal",Individual,,Athletics,national,participation,0,0,0,0,1,1,1,2,2,3
1.8,"NCOE Imphal",Individual,,Cycling,national,participation,0,0,6,7,7,7,14,16,7,5
1.8,"NCOE Imphal",Individual,,Fencing,national,participation,0,0,1,1,1,8,13,12,16,25
1.8,"NCOE Imphal",Individual,,Judo,national,participation,0,0,0,0,0,0,0,0,20,18
1.8,"NCOE Imphal",Individual,,Wushu,national,participation,0,0,8,5,11,28,5,11,17,54
1.8,"NCOE Imphal",Individual,,Weightlifting,national,participation,0,0,1,3,0,0,9,13,10,17
1.8,"NCOE THIRUVANANTHAPURAM",Individual,,Taekwondo,national,participation,17,22,7,4,0,0,0,2,13,7
1.8,"NCOE THIRUVANANTHAPURAM",Individual,,Athletics,national,participation,21,25,8,4,0,1,5,2,21,11
1.8,"NCOE THIRUVANANTHAPURAM",Individual,,Cycling,national,participation,13,4,3,1,12,5,6,7,47,33
1.8,"NCOE DHARAMSHALA",Individual,,Athletics,national,participation,0,26,0,22,0,0,0,0,0,0
1.8,"NCOE Sangey Lhaden Sports Academy (SLSA) Itanagar",Individual,,Boxing,national,participation,0,0,0,0,0,0,2,0,5,3
1.8,"NCOE Sangey Lhaden Sports Academy (SLSA) Itanagar",Individual,,Weightlifting,national,participation,0,0,0,0,0,0,5,6,10,20
1.8,"NCOE Sangey Lhaden Sports Academy (SLSA) Itanagar",Individual,,Wushu,national,participation,0,0,0,0,2,1,6,4,7,10
1.8,"NCOE Sonepat",Individual,,Wrestling,national,participation,0,0,4,0,9,0,21,0,1,0
1.8,"NCOE Sonepat",Individual,,Athletics,national,participation,3,0,2,0,0,1,0,0,11,3
1.8,"NCOE Sonepat",Individual,,Archery,national,participation,0,0,5,3,1,7,0,0,1,1
1.8,"NCOE JAGATPUR",Individual,,"Kayaking & Canoeing",national,participation,3,0,0,0,0,0,0,0,11,0
1.8,"NCOE JAGATPUR",Individual,,Rowing,national,participation,1,1,1,2,0,0,1,0,0,1
1.8,"NCOE I G Stadium",Individual,,Gymnastics,national,participation,0,0,5,7,9,8,10,13,9,7
1.8,"NCOE Kolkata",Individual,,Archery,national,participation,0,5,1,5,1,0,6,1,11,12
1.8,"NCOE Kolkata",Individual,,Athletics,national,participation,12,18,12,17,4,8,3,2,3,9
1.8,"NCOE Kolkata",Individual,,Gymnastics,national,participation,7,1,13,15,0,0,1,4,12,14
1.8,"NCOE Kolkata",Individual,,"Table Tennis",national,participation,0,0,2,1,7,2,16,10,13,9
1.8,"NCOE Guwahati",Individual,,Archery,national,participation,0,0,0,0,0,0,0,0,6,6
1.8,"NCOE Guwahati",Individual,,Archery,national,participation,0,0,0,0,0,0,0,0,6,6
1.8,"NCOE Guwahati",Individual,,Athletics,national,participation,0,0,2,1,3,6,0,0,0,0
1.8,"NCOE Guwahati",Individual,,Boxing,national,participation,0,0,1,1,0,0,0,0,0,10
1.8,"NCOE Guwahati",Individual,,Boxing,national,participation,0,0,1,1,0,0,0,0,0,10
1.8,"NCOE Guwahati",Individual,,Cycling,national,participation,0,0,0,0,0,0,0,0,9,10
1.8,"NCOE Guwahati",Individual,,Fencing,national,participation,0,0,4,3,5,3,4,3,12,13
"1.9 At International level (total medals won) – Individual Sports"
1.9,"NCOE Name","Team Type",Category,Displine,Level,"Form Type",Male-2018_19,"Female -2018_19","Male -2019_20","Female -2019_20","Male -2020_21","Female -2020_21","Male -2021_22","Female -2021_22","Male -2022_23","Female -2022_23"
"1.10 At International level (total medals won) – Individual Sports"
1.10,"NCOE Name","Team Type",Category,Displine,Level,"Form Type",Male-2018_19,"Female -2018_19","Male -2019_20","Female -2019_20","Male -2020_21","Female -2020_21","Male -2021_22","Female -2021_22","Male -2022_23","Female -2022_23"
"1.11 At International level (total medals won) – Individual Sports"
1.11,"NCOE Name","Team Type",Category,Displine,Level,"Form Type",Male-2018_19,"Female -2018_19","Male -2019_20","Female -2019_20","Male -2020_21","Female -2020_21","Male -2021_22","Female -2021_22","Male -2022_23","Female -2022_23"
"1.12 At National level (athletes who won medals) – Individual Sports"
1.12,"NCOE Name","Team Type",Category,Displine,Level,"Form Type",Male-2018_19,"Female -2018_19","Male -2019_20","Female -2019_20","Male -2020_21","Female -2020_21","Male -2021_22","Female -2021_22","Male -2022_23","Female -2022_23"
"1.13 At National level (total medals won) – Individual Sports"
1.13,"NCOE Name","Team Type",Category,Displine,Level,"Form Type",Male-2018_19,"Female -2018_19","Male -2019_20","Female -2019_20","Male -2020_21","Female -2020_21","Male -2021_22","Female -2021_22","Male -2022_23","Female -2022_23"
"1.14 At International level (medals won) – Team Sports"
1.14,"NCOE Name","Team Type",Category,Displine,Level,"Form Type",Male-2018_19,"Female -2018_19","Male -2019_20","Female -2019_20","Male -2020_21","Female -2020_21","Male -2021_22","Female -2021_22","Male -2022_23","Female -2022_23"
1.14,"NCOE Bengaluru",Team,category-1,Hockey,International,medals_won,0,0,0,0,0,0,0,0,2,0
1.14,"NCOE Mumbai",Team,category-1,Kabaddi,International,medals_won,0,0,0,0,0,0,0,0,0,0
1.14,"NCOE Mumbai",Team,category-1,Hockey,International,medals_won,0,0,0,0,0,0,0,0,0,0
1.14,"NCOE Imphal",Team,category-1,Archery,International,medals_won,0,0,0,0,0,0,0,0,0,0
1.14,"NCOE Imphal",Team,category-1,Athletics,International,medals_won,0,0,0,0,0,0,0,0,0,0
1.14,"NCOE Imphal",Team,category-1,Cycling,International,medals_won,0,0,0,1,0,0,0,0,0,0
1.14,"NCOE Imphal",Team,category-1,Football,International,medals_won,0,0,0,0,0,0,0,0,0,0
1.14,"NCOE Imphal",Team,category-1,Hockey,International,medals_won,0,0,0,0,0,0,0,0,0,0
1.14,"NCOE THIRUVANANTHAPURAM",Team,category-1,Volleyball,International,medals_won,0,0,0,0,0,0,0,0,0,0
1.14,"NCOE DHARAMSHALA",Team,category-1,Kabaddi,International,medals_won,0,1,0,1,0,0,0,0,0,0
1.14,"NCOE DHARAMSHALA",Team,category-1,Volleyball,International,medals_won,0,0,0,0,0,0,0,0,0,0
1.14,"NCOE THIRUVANANTHAPURAM",Team,category-1,Football,International,medals_won,0,0,0,0,0,0,0,0,0,0
1.14,"NCOE Sonepat",Team,category-1,Hockey,International,medals_won,0,0,0,0,0,0,1,0,0,0
1.14,"NCOE Sonepat",Team,category-1,Kabaddi,International,medals_won,0,0,0,0,0,0,0,0,0,0
1.14,"NCOE JAGATPUR",Team,category-1,"Kayaking & Canoeing",International,medals_won,0,0,0,0,0,0,0,0,0,0
1.14,"NCOE JAGATPUR",Team,category-1,Rowing,International,medals_won,0,0,0,0,0,0,0,0,0,0
1.14,"NCOE THIRUVANANTHAPURAM",Team,category-1,Cycling,International,medals_won,0,0,0,0,0,0,0,0,0,0
1.14,"NCOE National Water Sports Academy (KI), Alleppey",Team,category-1,"Kayaking & Canoeing",International,medals_won,0,0,0,0,0,0,0,0,0,0
1.14,"NCOE National Water Sports Academy (KI), Alleppey",Team,category-1,Rowing,International,medals_won,0,0,0,0,0,0,0,0,0,0
"1.15 At International level (medals won) – Individual Sports"
1.15,"NCOE Name","Team Type",Category,Displine,Level,"Form Type",Male-2018_19,"Female -2018_19","Male -2019_20","Female -2019_20","Male -2020_21","Female -2020_21","Male -2021_22","Female -2021_22","Male -2022_23","Female -2022_23"
1.15,"NCOE Bengaluru",Team,category-2,Hockey,International,medals_won,0,0,0,0,0,20,0,0,41,20
1.15,"NCOE Mumbai",Team,category-2,Kabaddi,International,medals_won,0,0,0,0,0,0,0,0,0,0
1.15,"NCOE Mumbai",Team,category-2,Hockey,International,medals_won,0,0,0,0,0,0,0,0,0,0
1.15,"NCOE Imphal",Team,category-2,Archery,International,medals_won,0,0,0,0,0,0,0,0,0,0
1.15,"NCOE Imphal",Team,category-2,Athletics,International,medals_won,0,0,0,0,0,0,0,0,0,0
1.15,"NCOE Imphal",Team,category-2,Cycling,International,medals_won,0,0,2,0,0,0,0,0,0,0
1.15,"NCOE Imphal",Team,category-2,Hockey,International,medals_won,0,0,0,0,0,0,0,0,0,0
1.15,"NCOE THIRUVANANTHAPURAM",Team,category-2,Volleyball,International,medals_won,0,0,0,1,0,0,0,0,0,2
1.15,"NCOE DHARAMSHALA",Team,category-2,Kabaddi,International,medals_won,0,0,0,0,0,0,0,0,0,0
1.15,"NCOE DHARAMSHALA",Team,category-2,Volleyball,International,medals_won,0,0,0,0,0,0,0,0,0,0
1.15,"NCOE THIRUVANANTHAPURAM",Team,category-2,Football,International,medals_won,0,0,0,0,0,0,0,0,0,0
1.15,"NCOE Sonepat",Team,category-2,Hockey,International,medals_won,0,0,1,0,0,0,0,0,0,0
1.15,"NCOE Sonepat",Team,category-2,Kabaddi,International,medals_won,0,0,0,0,0,0,0,0,0,0
1.15,"NCOE JAGATPUR",Team,category-2,"Kayaking & Canoeing",International,medals_won,0,0,0,0,0,0,0,0,0,0
1.15,"NCOE JAGATPUR",Team,category-2,Rowing,International,medals_won,0,4,0,0,0,0,0,0,0,0
1.15,"NCOE Imphal",Team,category-2,Football,International,medals_won,0,0,0,0,0,0,0,0,0,3
1.15,"NCOE THIRUVANANTHAPURAM",Team,category-2,Cycling,International,medals_won,0,0,0,0,0,0,0,0,0,0
1.15,"NCOE National Water Sports Academy (KI), Alleppey",Team,category-2,"Kayaking & Canoeing",International,medals_won,0,3,0,0,0,0,0,0,0,0
1.15,"NCOE National Water Sports Academy (KI), Alleppey",Team,category-2,Rowing,International,medals_won,0,0,0,0,0,0,0,0,0,0
"1.16 At International level (medals won) – Team Sports"
1.16,"NCOE Name","Team Type",Category,Displine,Level,"Form Type",Male-2018_19,"Female -2018_19","Male -2019_20","Female -2019_20","Male -2020_21","Female -2020_21","Male -2021_22","Female -2021_22","Male -2022_23","Female -2022_23"
1.16,"NCOE Bengaluru",Team,category-3,Hockey,International,medals_won,0,0,0,0,0,0,0,0,0,0
1.16,"NCOE Mumbai",Team,category-3,Kabaddi,International,medals_won,0,0,0,0,0,0,0,0,0,0
1.16,"NCOE Mumbai",Team,category-3,Hockey,International,medals_won,0,0,0,0,0,0,0,0,0,0
1.16,"NCOE Imphal",Team,category-3,Archery,International,medals_won,0,0,0,0,0,0,0,0,0,0
1.16,"NCOE Imphal",Team,category-3,Athletics,International,medals_won,0,0,0,0,0,0,0,0,0,0
1.16,"NCOE Imphal",Team,category-3,Cycling,International,medals_won,0,0,0,0,0,0,0,0,0,0
1.16,"NCOE Imphal",Team,category-3,Football,International,medals_won,0,0,0,0,0,0,0,0,0,0
1.16,"NCOE Imphal",Team,category-3,Hockey,International,medals_won,0,0,0,0,0,0,0,0,0,0
1.16,"NCOE THIRUVANANTHAPURAM",Team,category-3,Volleyball,International,medals_won,0,0,0,2,0,0,0,0,0,0
1.16,"NCOE DHARAMSHALA",Team,category-3,Kabaddi,International,medals_won,0,0,0,0,0,0,0,0,0,0
1.16,"NCOE DHARAMSHALA",Team,category-3,Volleyball,International,medals_won,0,0,0,0,0,0,0,0,0,0
1.16,"NCOE THIRUVANANTHAPURAM",Team,category-3,Football,International,medals_won,0,0,0,0,0,0,0,0,0,0
1.16,"NCOE Sonepat",Team,category-3,Hockey,International,medals_won,0,0,0,0,0,0,0,0,0,0
1.16,"NCOE Sonepat",Team,category-3,Kabaddi,International,medals_won,0,0,0,0,0,0,0,0,0,0
1.16,"NCOE JAGATPUR",Team,category-3,"Kayaking & Canoeing",International,medals_won,0,0,0,0,0,0,0,0,0,0
1.16,"NCOE JAGATPUR",Team,category-3,Rowing,International,medals_won,0,0,0,0,0,0,0,0,0,0
1.16,"NCOE THIRUVANANTHAPURAM",Team,category-3,Cycling,International,medals_won,0,0,0,0,0,0,0,0,0,0
1.16,"NCOE National Water Sports Academy (KI), Alleppey",Team,category-3,"Kayaking & Canoeing",International,medals_won,0,0,0,0,0,0,0,0,0,0
1.16,"NCOE National Water Sports Academy (KI), Alleppey",Team,category-3,Rowing,International,medals_won,0,0,0,0,0,0,0,0,0,0
"1.17 At International Level (Participation)- Team Sports"
1.17,"NCOE Name","Team Type",Category,Displine,Level,"Form Type",Male-2018_19,"Female -2018_19","Male -2019_20","Female -2019_20","Male -2020_21","Female -2020_21","Male -2021_22","Female -2021_22","Male -2022_23","Female -2022_23"
1.17,"NCOE Bengaluru",Team,category-1,Hockey,International,participation,0,0,0,0,0,0,18,0,2,18
1.17,"NCOE Mumbai",Team,category-1,Kabaddi,International,participation,0,0,0,0,0,0,0,0,0,0
1.17,"NCOE Mumbai",Team,category-1,Hockey,International,participation,0,0,0,0,0,0,0,0,0,0
1.17,"NCOE Imphal",Team,category-1,Archery,International,participation,0,0,0,0,0,0,0,0,0,0
1.17,"NCOE Imphal",Team,category-1,Athletics,International,participation,0,0,0,0,0,0,0,0,0,0
1.17,"NCOE Imphal",Team,category-1,Cycling,International,participation,0,0,0,4,0,0,0,0,0,0
1.17,"NCOE Imphal",Team,category-1,Football,International,participation,0,0,0,0,0,0,0,0,0,0
1.17,"NCOE Imphal",Team,category-1,Hockey,International,participation,0,0,0,0,0,0,0,0,0,0
1.17,"NCOE THIRUVANANTHAPURAM",Team,category-1,Volleyball,International,participation,0,0,0,0,0,0,0,0,0,0
1.17,"NCOE DHARAMSHALA",Team,category-1,Kabaddi,International,participation,0,1,0,1,0,0,0,0,0,0
1.17,"NCOE DHARAMSHALA",Team,category-1,Volleyball,International,participation,0,0,0,0,0,0,0,0,0,0
1.17,"NCOE THIRUVANANTHAPURAM",Team,category-1,Football,International,participation,0,0,0,0,0,0,0,0,0,0
1.17,"NCOE Sonepat",Team,category-1,Hockey,International,participation,0,0,0,0,0,0,0,0,0,0
1.17,"NCOE Sonepat",Team,category-1,Kabaddi,International,participation,0,0,0,0,0,0,0,0,0,0
1.17,"NCOE JAGATPUR",Team,category-1,"Kayaking & Canoeing",International,participation,0,0,0,0,0,0,0,0,0,0
1.17,"NCOE JAGATPUR",Team,category-1,Rowing,International,participation,0,0,1,9,0,0,0,0,0,0
1.17,"NCOE THIRUVANANTHAPURAM",Team,category-1,Cycling,International,participation,0,0,0,0,0,0,0,0,0,0
1.17,"NCOE National Water Sports Academy (KI), Alleppey",Team,category-1,"Kayaking & Canoeing",International,participation,0,0,0,0,0,0,0,0,0,0
1.17,"NCOE National Water Sports Academy (KI), Alleppey",Team,category-1,Rowing,International,participation,0,0,0,0,0,0,0,0,0,0
"1.18 At International level (medals won) – Team Sports"
1.18,"NCOE Name","Team Type",Category,Displine,Level,"Form Type",Male-2018_19,"Female -2018_19","Male -2019_20","Female -2019_20","Male -2020_21","Female -2020_21","Male -2021_22","Female -2021_22","Male -2022_23","Female -2022_23"
1.18,"NCOE Bengaluru",Team,category-2,Hockey,International,participation,0,0,0,0,0,20,0,0,41,20
1.18,"NCOE Mumbai",Team,category-2,Kabaddi,International,participation,0,0,0,0,0,0,0,0,0,0
1.18,"NCOE Mumbai",Team,category-2,Hockey,International,participation,0,0,0,0,0,0,0,0,0,0
1.18,"NCOE Imphal",Team,category-2,Archery,International,participation,0,0,0,0,0,0,0,0,0,0
1.18,"NCOE Imphal",Team,category-2,Athletics,International,participation,0,0,0,0,0,0,0,0,0,0
1.18,"NCOE Imphal",Team,category-2,Cycling,International,participation,0,0,0,6,0,0,0,0,0,0
1.18,"NCOE Imphal",Team,category-2,Football,International,participation,0,0,0,0,0,0,0,0,0,6
1.18,"NCOE Imphal",Team,category-2,Hockey,International,participation,0,0,0,0,0,0,0,0,0,0
1.18,"NCOE THIRUVANANTHAPURAM",Team,category-2,Volleyball,International,participation,0,0,0,0,0,0,0,0,3,3
1.18,"NCOE DHARAMSHALA",Team,category-2,Kabaddi,International,participation,0,0,0,0,0,0,0,0,0,0
1.18,"NCOE DHARAMSHALA",Team,category-2,Volleyball,International,participation,0,0,0,1,0,0,0,0,0,0
1.18,"NCOE THIRUVANANTHAPURAM",Team,category-2,Football,International,participation,0,0,0,0,0,0,0,0,0,0
1.18,"NCOE Sonepat",Team,category-2,Hockey,International,participation,0,0,1,0,0,0,0,0,0,0
1.18,"NCOE Sonepat",Team,category-2,Kabaddi,International,participation,0,0,0,0,0,0,0,0,0,0
1.18,"NCOE JAGATPUR",Team,category-2,"Kayaking & Canoeing",International,participation,0,0,0,0,0,0,0,0,0,0
1.18,"NCOE JAGATPUR",Team,category-2,Rowing,International,participation,0,1,0,0,0,0,0,2,0,0
1.18,"NCOE THIRUVANANTHAPURAM",Team,category-2,Cycling,International,participation,0,0,0,0,0,0,0,0,0,0
1.18,"NCOE National Water Sports Academy (KI), Alleppey",Team,category-2,"Kayaking & Canoeing",International,participation,0,3,0,0,0,0,0,0,0,0
1.18,"NCOE National Water Sports Academy (KI), Alleppey",Team,category-2,Rowing,International,participation,0,0,0,0,0,0,0,0,1,0
"1.19 At International level (Participation) – Team Sports"
1.19,"NCOE Name","Team Type",Category,Displine,Level,"Form Type",Male-2018_19,"Female -2018_19","Male -2019_20","Female -2019_20","Male -2020_21","Female -2020_21","Male -2021_22","Female -2021_22","Male -2022_23","Female -2022_23"
1.19,"NCOE Bengaluru",Team,category-3,Hockey,International,participation,0,0,0,0,0,0,0,0,0,0
1.19,"NCOE Mumbai",Team,category-3,Kabaddi,International,participation,0,0,0,0,0,0,0,0,0,0
1.19,"NCOE Mumbai",Team,category-3,Hockey,International,participation,0,0,0,0,0,0,0,0,0,0
1.19,"NCOE Imphal",Team,category-3,Archery,International,participation,0,0,0,0,0,0,0,0,0,0
1.19,"NCOE Imphal",Team,category-3,Athletics,International,participation,0,0,0,0,0,0,0,0,0,0
1.19,"NCOE Imphal",Team,category-3,Cycling,International,participation,0,0,0,0,0,0,0,0,0,0
1.19,"NCOE Imphal",Team,category-3,Football,International,participation,0,0,0,0,0,0,0,0,0,0
1.19,"NCOE Imphal",Team,category-3,Hockey,International,participation,0,0,0,0,0,0,0,0,0,0
1.19,"NCOE THIRUVANANTHAPURAM",Team,category-3,Volleyball,International,participation,0,0,0,0,0,0,0,0,4,2
1.19,"NCOE DHARAMSHALA",Team,category-3,Kabaddi,International,participation,0,0,0,0,0,0,0,0,0,0
1.19,"NCOE DHARAMSHALA",Team,category-3,Volleyball,International,participation,0,0,0,0,0,0,0,0,0,0
1.19,"NCOE THIRUVANANTHAPURAM",Team,category-3,Football,International,participation,0,0,0,0,0,0,0,0,0,0
1.19,"NCOE Sonepat",Team,category-3,Hockey,International,participation,0,0,0,0,0,0,0,0,0,0
1.19,"NCOE Sonepat",Team,category-3,Kabaddi,International,participation,0,0,0,0,0,0,0,0,0,0
1.19,"NCOE JAGATPUR",Team,category-3,"Kayaking & Canoeing",International,participation,0,0,0,0,0,0,0,0,0,0
1.19,"NCOE JAGATPUR",Team,category-3,Rowing,International,participation,0,0,0,0,0,0,0,0,0,0
1.19,"NCOE THIRUVANANTHAPURAM",Team,category-3,Cycling,International,participation,0,0,0,0,0,0,0,0,0,0
1.19,"NCOE National Water Sports Academy (KI), Alleppey",Team,category-3,"Kayaking & Canoeing",International,participation,0,3,0,0,0,0,0,0,0,0
1.19,"NCOE National Water Sports Academy (KI), Alleppey",Team,category-3,Rowing,International,participation,0,0,0,0,0,0,0,0,1,2
"1.20 At National level (Medals won) – Team Sports"
1.20,"NCOE Name","Team Type",Category,Displine,Level,"Form Type",Male-2018_19,"Female -2018_19","Male -2019_20","Female -2019_20","Male -2020_21","Female -2020_21","Male -2021_22","Female -2021_22","Male -2022_23","Female -2022_23"
1.2,"NCOE Bengaluru",Team,,Hockey,national,medals_won,0,0,0,0,0,0,13,20,8,29
1.2,"NCOE Mumbai",Team,,Kabaddi,national,medals_won,0,0,0,0,1,1,0,0,5,5
1.2,"NCOE Mumbai",Team,,Hockey,national,medals_won,0,0,0,0,0,0,0,2,0,0
1.2,"NCOE Imphal",Team,,Archery,national,medals_won,0,0,0,1,0,0,0,0,6,5
1.2,"NCOE Imphal",Team,,Athletics,national,medals_won,0,0,0,0,0,0,0,0,0,0
1.2,"NCOE Imphal",Team,,Cycling,national,medals_won,0,0,3,5,0,0,0,0,7,3
1.2,"NCOE Imphal",Team,,Football,national,medals_won,0,0,0,0,0,0,0,0,0,1
1.2,"NCOE Imphal",Team,,Hockey,national,medals_won,0,0,0,2,0,0,0,0,0,0
1.2,"NCOE THIRUVANANTHAPURAM",Team,,Volleyball,national,medals_won,2,1,0,0,1,2,1,1,3,4
1.2,"NCOE DHARAMSHALA",Team,,Kabaddi,national,medals_won,0,4,0,7,0,1,0,2,0,8
1.2,"NCOE THIRUVANANTHAPURAM",Team,,Football,national,medals_won,0,0,0,0,0,0,0,0,0,0
1.2,"NCOE Sonepat",Team,,Hockey,national,medals_won,1,0,4,0,0,0,0,0,2,0
1.2,"NCOE Sonepat",Team,,Kabaddi,national,medals_won,0,0,3,0,2,0,1,0,4,0
1.2,"NCOE JAGATPUR",Team,,"Kayaking & Canoeing",national,medals_won,17,10,27,29,25,15,3,8,23,28
1.2,"NCOE JAGATPUR",Team,,Rowing,national,medals_won,0,17,12,28,0,0,6,23,12,22
1.2,"NCOE THIRUVANANTHAPURAM",Team,,Cycling,national,medals_won,0,0,0,0,0,0,1,1,4,5
1.2,"NCOE DHARAMSHALA",Team,,Volleyball,national,medals_won,0,1,0,2,0,0,0,1,0,0
